"NONALLOWABLE EXPENSE","AV", , , , , ,"191", ,"7962", , , , , , , , , , 
"NONALLOWABLE EXPENSE","AV", , , , , ,"191", ,"790009", , , , , , , , , , 
"NONALLOWABLE EXPENSE","AV", , , , , ,"191", ,"187659", , , , , , , , , , 
"NONALLOWABLE EXPENSE","AV", , , , , ,"191", ,"72", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600AW0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600AW0[00000])","Entity[572875] Report(A600AW0[00100])", ,"Entity[572875] Report(A600AW0[00300])", ,"Entity[572875] Report(A600AW0[00500])", ,"Entity[572875] Report(A600AW0[00700])", ,"Entity[572875] Report(A600AW0[00900])", , , , , , , , , , 
"MAINTENANCE & REPAIRS","AW", ,"6", ,"996393", ,"5", ,"375720", , , , , , , , , , 
"MAINTENANCE & REPAIRS","AW", , , , , ,"7", ,"25381", , , , , , , , , , 
"MAINTENANCE & REPAIRS","AW", , , , , ,"190", ,"13651", , , , , , , , , , 
"MAINTENANCE & REPAIRS","AW", , , , , ,"191", ,"581641", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600AX0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600AX0[00000])","Entity[572875] Report(A600AX0[00100])", ,"Entity[572875] Report(A600AX0[00300])", ,"Entity[572875] Report(A600AX0[00500])", ,"Entity[572875] Report(A600AX0[00700])", ,"Entity[572875] Report(A600AX0[00900])","Entity[572875] Report(A600AX0[01000])", , , , , , , , , 
"CHARLESTOWN CAPITAL COSTS","AX", ,"1", ,"1676768", ,"191", ,"1676768","11", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600AY0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600AY0[00000])","Entity[572875] Report(A600AY0[00100])", ,"Entity[572875] Report(A600AY0[00300])", ,"Entity[572875] Report(A600AY0[00500])", ,"Entity[572875] Report(A600AY0[00700])", ,"Entity[572875] Report(A600AY0[00900])","Entity[572875] Report(A600AY0[01000])", , , , , , , , , 
"CAPITAL CLEAR OUT","AY", ,"1", ,"252191", ,"1", ,"252191","11", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600AZ0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600AZ0[00000])","Entity[572875] Report(A600AZ0[00100])", ,"Entity[572875] Report(A600AZ0[00300])","Entity[572875] Report(A600AZ0[00400])", , ,"Entity[572875] Report(A600AZ0[00700])","Entity[572875] Report(A600AZ0[00800])", , , , , , , , , , , 
"I&R CLEAR OUT SALARY","AZ", ,"18","13013037", , ,"21","20812833", , , , , , , , , , , 
"I&R CLEAR OUT SALARY","AZ", ,"22","7799796", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BA0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BA0[00000])","Entity[572875] Report(A600BA0[00100])", ,"Entity[572875] Report(A600BA0[00300])", ,"Entity[572875] Report(A600BA0[00500])", ,"Entity[572875] Report(A600BA0[00700])", ,"Entity[572875] Report(A600BA0[00900])", , , , , , , , , , 
"I&R CLEAR OUT OTHER EXPENSE","BA", ,"18", ,"17012875", ,"21", ,"27210106", , , , , , , , , , 
"I&R CLEAR OUT OTHER EXPENSE","BA", ,"22", ,"10197231", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BB0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BB0[00000])","Entity[572875] Report(A600BB0[00100])", ,"Entity[572875] Report(A600BB0[00300])", ,"Entity[572875] Report(A600BB0[00500])", ,"Entity[572875] Report(A600BB0[00700])", ,"Entity[572875] Report(A600BB0[00900])", , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"5", ,"31095", ,"6", ,"1128407", , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"9", ,"21571", , , , , , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"16", ,"568828", , , , , , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"54", ,"196129", , , , , , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"60", ,"4223", , , , , , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"191", ,"26214", , , , , , , , , , , , , , 
"SOMERVILLE RENT & TAXES","BB", ,"191", ,"280347", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BC0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BC0[00000])","Entity[572875] Report(A600BC0[00100])", ,"Entity[572875] Report(A600BC0[00300])", ,"Entity[572875] Report(A600BC0[00500])", ,"Entity[572875] Report(A600BC0[00700])", ,"Entity[572875] Report(A600BC0[00900])", , , , , , , , , , 
"RESEARCH LEASES","BC", ,"191", ,"69973", ,"191", ,"69973", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BD0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BD0[00000])","Entity[572875] Report(A600BD0[00100])", ,"Entity[572875] Report(A600BD0[00300])", ,"Entity[572875] Report(A600BD0[00500])", ,"Entity[572875] Report(A600BD0[00700])", ,"Entity[572875] Report(A600BD0[00900])","Entity[572875] Report(A600BD0[01000])", , , , , , , , , 
"PILOT","BD", ,"1", ,"657831", ,"5", ,"694703","13", , , , , , , , , 
"PILOT","BD", ,"1", ,"660042", ,"6", ,"657832","13", , , , , , , , , 
"PILOT","BD", ,"1", ,"2725314", ,"190", ,"84493","13", , , , , , , , , 
"PILOT","BD", ,"76", ,"34662", ,"191", ,"2640821", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BG0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BG0[00000])","Entity[572875] Report(A600BG0[00100])", ,"Entity[572875] Report(A600BG0[00300])","Entity[572875] Report(A600BG0[00400])", , ,"Entity[572875] Report(A600BG0[00700])","Entity[572875] Report(A600BG0[00800])", , , , , , , , , , , 
"PROTON BEAM SALARY","BG", ,"55","731743", , ,"55","731743", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BH0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BH0[00000])","Entity[572875] Report(A600BH0[00100])", ,"Entity[572875] Report(A600BH0[00300])", ,"Entity[572875] Report(A600BH0[00500])", ,"Entity[572875] Report(A600BH0[00700])", ,"Entity[572875] Report(A600BH0[00900])", , , , , , , , , , 
"PROTON BEAM OTHER EXPENSE","BH", ,"55", ,"636333", ,"55", ,"636333", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BI0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BI0[00000])","Entity[572875] Report(A600BI0[00100])", ,"Entity[572875] Report(A600BI0[00300])","Entity[572875] Report(A600BI0[00400])", , ,"Entity[572875] Report(A600BI0[00700])","Entity[572875] Report(A600BI0[00800])", , , , , , , , , , , 
"TRANSPLANT CENTER SALARY","BI", ,"106","270767", , ,"105","1564434", , , , , , , , , , , 
"TRANSPLANT CENTER SALARY","BI", ,"107","962729", , , , , , , , , , , , , , , 
"TRANSPLANT CENTER SALARY","BI", ,"108","255725", , , , , , , , , , , , , , , 
"TRANSPLANT CENTER SALARY","BI", ,"109","45128", , , , , , , , , , , , , , , 
"TRANSPLANT CENTER SALARY","BI", ,"111","30085", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BJ0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BJ0[00000])","Entity[572875] Report(A600BJ0[00100])", ,"Entity[572875] Report(A600BJ0[00300])", ,"Entity[572875] Report(A600BJ0[00500])", ,"Entity[572875] Report(A600BJ0[00700])", ,"Entity[572875] Report(A600BJ0[00900])", , , , , , , , , , 
"TRANSPLANT CENTER OTHER EXPENSE","BJ", ,"106", ,"158243", ,"105", ,"914294", , , , , , , , , , 
"TRANSPLANT CENTER OTHER EXPENSE","BJ", ,"107", ,"562642", , , , , , , , , , , , , , 
"TRANSPLANT CENTER OTHER EXPENSE","BJ", ,"108", ,"149452", , , , , , , , , , , , , , 
"TRANSPLANT CENTER OTHER EXPENSE","BJ", ,"109", ,"26374", , , , , , , , , , , , , , 
"TRANSPLANT CENTER OTHER EXPENSE","BJ", ,"111", ,"17583", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BK0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BK0[00000])","Entity[572875] Report(A600BK0[00100])", ,"Entity[572875] Report(A600BK0[00300])","Entity[572875] Report(A600BK0[00400])", , ,"Entity[572875] Report(A600BK0[00700])","Entity[572875] Report(A600BK0[00800])", , , , , , , , , , , 
"RESEARCH GRANT ADMIN SALARY","BK", ,"191","2622039", , ,"53","29087", , , , , , , , , , , 
"RESEARCH GRANT ADMIN SALARY","BK", , , , , ,"54","84849", , , , , , , , , , , 
"RESEARCH GRANT ADMIN SALARY","BK", , , , , ,"60","155113", , , , , , , , , , , 
"RESEARCH GRANT ADMIN SALARY","BK", , , , , ,"191","1662236", , , , , , , , , , , 
"RESEARCH GRANT ADMIN SALARY","BK", , , , , ,"191","690754", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BL0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BL0[00000])","Entity[572875] Report(A600BL0[00100])", ,"Entity[572875] Report(A600BL0[00300])", ,"Entity[572875] Report(A600BL0[00500])", ,"Entity[572875] Report(A600BL0[00700])", ,"Entity[572875] Report(A600BL0[00900])", , , , , , , , , , 
"RESEARCH GRANT ADMIN OTHER EXPENSE","BL", ,"191", ,"971552", ,"53", ,"10913", , , , , , , , , , 
"RESEARCH GRANT ADMIN OTHER EXPENSE","BL", , , , , ,"54", ,"31835", , , , , , , , , , 
"RESEARCH GRANT ADMIN OTHER EXPENSE","BL", , , , , ,"60", ,"58198", , , , , , , , , , 
"RESEARCH GRANT ADMIN OTHER EXPENSE","BL", , , , , ,"191", ,"615027", , , , , , , , , , 
"RESEARCH GRANT ADMIN OTHER EXPENSE","BL", , , , , ,"191", ,"255579", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BM0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BM0[00000])","Entity[572875] Report(A600BM0[00100])", ,"Entity[572875] Report(A600BM0[00300])","Entity[572875] Report(A600BM0[00400])", , ,"Entity[572875] Report(A600BM0[00700])","Entity[572875] Report(A600BM0[00800])", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", ,"30","3744391", , ,"105","1589329", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", , , , , ,"106","482063", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", , , , , ,"107","1097329", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", , , , , ,"108","342993", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", , , , , ,"109","137847", , , , , , , , , , , 
"POST ORGAN ACQUSITION SALARY","BM", , , , , ,"110","94830", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572875"," Report A600BN0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572875] Report(A600BN0[00000])","Entity[572875] Report(A600BN0[00100])", ,"Entity[572875] Report(A600BN0[00300])", ,"Entity[572875] Report(A600BN0[00500])", ,"Entity[572875] Report(A600BN0[00700])", ,"Entity[572875] Report(A600BN0[00900])", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", ,"30", ,"1238639", ,"105", ,"619622", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", , , , , ,"106", ,"159638", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", , , , , ,"107", ,"258969", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", , , , , ,"108", ,"121864", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", , , , , ,"109", ,"47846", , , , , , , , , , 
"POST ORGAN ACQUISITION OTHER EXPENSE","BN", , , , , ,"110", ,"30700", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
