"----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-3517","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-46","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-91","NICU","31", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","1688","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-4874","AMBULANCE SERVICES","95", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-16250","RESEARCH - DEPARTMENTAL","191", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-120342","FUNDRAISING","194", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-340","INTERNATIONAL SERVICES","194", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-3942377","MARKETING","194", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-900","COMMUNITY BASED CLINICS","194", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMIN EXPENSE","A","-1850655","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"RESEARCH - RICE LEASE","A","-452097","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-6275","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-232038","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-199831","A&G - RESEARCH","5", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-42923442","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-3122","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-820","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-127","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-42","PHARMACY","15", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1874","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-45171","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1762387","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-232065","PULMONARY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-211069","PM&R ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-872128","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-513947","NUTRITION AND GI ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-251557","RHEUMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-197817","ORTHOPEDIC SURG ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-958809","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1222","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-485010","DIABETES & ENDOCRINE ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-64944","OTOLARYNGOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-151064","OPTHALMOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-437470","NEUROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-44727","DERMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-259963","ADOLESCENT SPORTS MED ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-158051","GENETICS ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-235166","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-32456","UROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-3524669","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-530513","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1330528","PEDIATRICS ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-177465","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","156372","CRITICAL CARE ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1362336","ANESTHESIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-604910","EMERGENCY MEDICINE ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-21682","PSYCHIATRY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-2400964","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-62192","FETAL CENTER ADMIN","18", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-2073876","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","46714","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-2397967","PICU","31", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-21803","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-102515","LABORATORY","60", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-6425","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-6257","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-610140","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-3473041","CLINIC","90", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-53167","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-91781","LUNG ACQUISITION","108", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-1695117","RESEARCH - DEPARTMENTAL","191", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-140","ACADEMIC EDUCATION","191", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-8533","GUEST SERVICES","194", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-15308","PEDIATRIC DENTISTRY","194", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-88944","VANNIE COOK CLINIC MCALLEN TX","194", , , , , , , , , , , , , , , 
"BCM NONREIMBURSABLE","A","-366131","COMMUNITY BASED CLINICS","194", , , , , , , , , , , , , , , 
"LEGAL FEES","A","-1120347","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"HOSPITAL AFFILIATION","B","-1086481","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"HOSPITAL AFFILIATION","A","-97","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"RESEARCH LAB EQUIPMENT","A","2050","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"RESEARCH LAB EQUIPMENT","A","-166","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"LOBBYING","A","-394263","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"ESRD PATIENT TUTOR","A","-3182","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"PATIENT TELEPHONE","A","-13829","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"PATIENT TELEPHONE","A","-668109","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"PHYS BILL  COLLECT  CONTRCT","A","-589401","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"PFW LUXURY ROOM EQUIPMENT DEPR","A","-3477","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"REMOVE NON-ALLOW COST IN CC 18.06","A","-41502","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"REMOVE NON-ALLOW COST FROM CC 18.10","A","-97670","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"REMOVE NON-ALLOW COST FROM CC 18.11","A","-86337","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"REMOVE NON-ALLOW COST FROM CC 18.27","A","-3915","TRANSPLANT SERVICES ADMIN","18", , , , , , , , , , , , , , , 
"HEART ORGSN PURCHASE","A","-35250","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"REMOVE HEART UNOS COST","A","-6157","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"REMOVE LIVER ORGAN PURCHASE","A","-333330","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"REMOVE LIVER UNOS PURCHASE","A","-12110","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"REMOVE LUNG PURCHASED","A","-193700","LUNG ACQUISITION","108", , , , , , , , , , , , , , , 
"REMOVE NON-ALLOW COST FR CC 18.07","A","-175","NUTRITION AND GI ADMIN","18", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A810000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Amount of","included in","Adjustments","Wkst.","", , , , , , , , , , , 
"","","","","Allowable","Wkst. A","(col. 4 minus","A-7","", , , , , , , , , , , 
"","Line No.","Cost Center","Expense Items","Cost","column 5","col. 5) *","Ref.","", , , , , , , , , , , 
"","1","2","3","4","5","6","7","", , , , , , , , , , , 
 ,"Entity[572966] Report(A810000[00100])","Entity[572966] Report(A810000[00200])","Entity[572966] Report(A810000[00300])","Entity[572966] Report(A810000[00400])","Entity[572966] Report(A810000[00500])","Entity[572966] Report(A810000[00600])", , , , , , , , , , , , , 
 ,"16","MEDICAL RECORDS & LIBRARY","VENDED CHIEF QUALITY OFFICER","89720","89720", , , , , , , , , , , , , , 
 , , , ,"89720","89720", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A820010 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","","",""," FROM ____________","","","", , , , , , , , , 
"","","","",""," ________________",""," TO _______________","","","", , , , , , , , , 
"","","Cost Center/","","","","","Physician/","","5 Percent of","", , , , , , , , , 
"","Wkst. A","Physician","Total","Professional","Provider","RCE","Provider","Unadjusted","Unadjusted","", , , , , , , , , 
"","Line #","Identifier","Remuneration","Component","Component","Amount","Component Hours","RCE Limit","RCE Limit","", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","", , , , , , , , , 
 ,"Entity[572966] Report(A820010[00100])","Entity[572966] Report(A820010[00200])","Entity[572966] Report(A820010[00300])","Entity[572966] Report(A820010[00400])","Entity[572966] Report(A820010[00500])","Entity[572966] Report(A820010[00600])","Entity[572966] Report(A820010[00700])","Entity[572966] Report(A820010[00800])","Entity[572966] Report(A820010[00900])", , ,"Entity[572966] Report(A820010[01200])","Entity[572966] Report(A820010[01300])", , ,"Entity[572966] Report(A820010[01600])","Entity[572966] Report(A820010[01700])","Entity[572966] Report(A820010[01800])", 
 ,"5","AGGREGATE-DATA PROCESSING","44568","32208","11127","208000","267","26700","1335", , , , , , ,"26700", ,"33441", 
 ,"5","AGGREGATE-DATA PROCESSING","227868","141287","73401","177200","991","84426","4221", , , , , , ,"84426", ,"154467", 
 ,"5","AGGREGATE-ADMITTING","65324","56290","8427","177200","93","7923","396", , , , , , ,"7923","504","57401", 
 ,"5","AGGREGATE-A&G - NON RESEARCH","34398","10779","20195","140600","541","36569","1828", , , , , , ,"36569", ,"14203", 
 ,"5","AGGREGATE-A&G - NON RESEARCH","167248","53059","15667","177200","130","11075","554", , , , , , ,"11075","4592","156173", 
 ,"5","AGGREGATE-A&G - RESEARCH","16930","4212","328","177200","56","4771","239", , , , , , ,"4771", ,"16602", 
 ,"5","AGGREGATE-A&G - ALL OTHER","472465","71466","318852","177200","3362","286417","14321", , ,"1043","704", , ,"287121","31731","185344", 
 ,"5","AGGREGATE-A&G - WEST CAMPUS","723307","319741","336464","177200","6749","574963","28748", , , , , , ,"574963", ,"386843", 
 ,"5","AGGREGATE-A&G - PAVILION FOR WOMEN","1041354", , , , , , , , , , , , , , ,"1041354", 
 ,"5","AGGREGATE-A&G - PAVILION FOR WOMEN","790589","236916","274233","196400","718","67796","3390", , , , , , ,"67796","206437","722793", 
 ,"5","AGGREGATE-A&G - PAVILION FOR WOMEN","55368","32617","18417","177200","287","24450","1223", , , , , , ,"24450", ,"36951", 
 ,"13","AGGREGATE-NURSING ADMINISTRATION","85001","42751","34560","177200","2145","182738","9137", , ,"1297","527", , ,"183265", ,"50441", 
 ,"16","AGGREGATE-MEDICAL RECORDS & LIBRARY","371190","100322","258955","208000","1070","107000","5350", , , , , , ,"107000","151955","264190", 
 ,"18","AGGREGATE-DIAGNOSTIC IMAGING ADMIN","5468397","4334856","551556","225300","4362","472480","23624", , , , , , ,"472480","79076","4995917", 
 ,"18","AGGREGATE-LABORATORY ADMIN","40529","40529", , , , , , , , , , , , , ,"40529", 
 ,"18","AGGREGATE-LABORATORY ADMIN","2229764","1407141","445193","215700","6889","714402","35720", , ,"1400","280", , ,"714682", ,"1784571", 
 ,"18","AGGREGATE-PULMONARY ADMIN","37942","37942", , , , , , , , , , , , , ,"37942", 
 ,"18","AGGREGATE-PULMONARY ADMIN","1197643","788800","229035","177200","4082","347755","17388", , , , , , ,"347755", ,"968608", 
 ,"18","AGGREGATE-PM&R ADMIN","11758","11758", , , , , , , , , , , , , ,"11758", 
 ,"18","AGGREGATE-PM&R ADMIN","619812","472212","121519","177200","2135","181886","9094", , , , , , ,"181886", ,"498293", 
 ,"18","AGGREGATE-CARDIOLOGY ADMIN","245781","245781", , , , , , , , , , , , , ,"245781", 
 ,"18","AGGREGATE-CARDIOLOGY ADMIN","4270573","3156499","515454","177200","8305","707522","35376", , ,"27622","3334", , ,"710856", ,"3755119", 
 ,"18","AGGREGATE-NUTRITION AND GI ADMIN","70971","70971", , , , , , , , , , , , , ,"70971", 
 ,"18","AGGREGATE-NUTRITION AND GI ADMIN","2218621","1501349","254312","177200","5435","463020","23151", , ,"1647","189", , ,"463209", ,"1964309", 
 ,"18","AGGREGATE-RHEUMATOLOGY ADMIN","3610","3610", , , , , , , , , , , , , ,"3610", 
 ,"18","AGGREGATE-RHEUMATOLOGY ADMIN","473591","306865","99590","177200","1685","143549","7177", , , , , , ,"143549", ,"374001", 
 ,"18","AGGREGATE-ORTHOPEDIC SURG ADMIN","73729","73729", , , , , , , , , , , , , ,"73729", 
 ,"18","AGGREGATE-ORTHOPEDIC SURG ADMIN","1169073","880988","160772","208000","2451","245100","12255", , , , , , ,"245100", ,"1008301", 
 ,"18","AGGREGATE-SURGERY ADMIN","165375","165375", , , , , , , , , , , , , ,"165375", 
 ,"18","AGGREGATE-SURGERY ADMIN","4079042","2957439","603289","208000","4849","484900","24245", , ,"3200","473", , ,"485373","117916","3593669", 
 ,"18","AGGREGATE-SURGERY ADMIN","6044", , ,"177200", , , , , , , , , , , ,"6044", 
 ,"18","AGGREGATE-SURGERY SERVICES","578582","307146","189693","208000","447","44700","2235", , ,"150","49", , ,"44749","144944","533833", 
 ,"18","AGGREGATE-DIABETES & ENDOCRINE ADMIN","32462","32462", , , , , , , , , , , , , ,"32462", 
 ,"18","AGGREGATE-DIABETES & ENDOCRINE ADMIN","1328154","762665","294244","177200","7164","610318","30516", , , , , , ,"610318", ,"1033910", 
 ,"18","AGGREGATE-OTOLARYNGOLOGY ADMIN","18145","18145", , , , , , , , , , , , , ,"18145", 
 ,"18","AGGREGATE-OTOLARYNGOLOGY ADMIN","719690","539878","122566","208000","2513","251300","12565", , , , , , ,"251300", ,"597124", 
 ,"18","AGGREGATE-OPTHALMOLOGY ADMIN","1209","1209", , , , , , , , , , , , , ,"1209", 
 ,"18","AGGREGATE-OPTHALMOLOGY ADMIN","126077","79905","16558","20800","1668","16680","834", , ,"817","107", , ,"16787", ,"109519", 
 ,"18","AGGREGATE-NEUROLOGY ADMIN","87460","87460", , , , , , , , , , , , , ,"87460", 
 ,"18","AGGREGATE-NEUROLOGY ADMIN","4013454","2768346","623688","177200","8746","745092","37255", , , , , , ,"745092", ,"3389766", 
 ,"18","AGGREGATE-DERMATOLOGY ADMIN","839","839", , , , , , , , , , , , , ,"839", 
 ,"18","AGGREGATE-DERMATOLOGY ADMIN","145645","129053","2291","177200","72","6134","307", , , , , , ,"6134", ,"143354", 
 ,"18","AGGREGATE-ADOLESCENT SPORTS MED ADMI","12243","12243", , , , , , , , , , , , , ,"12243", 
 ,"18","AGGREGATE-ADOLESCENT SPORTS MED ADMI","591606","358220","100069","177200","2473","210681","10534", , , , , , ,"210681", ,"491537", 
 ,"18","AGGREGATE-GENETICS ADMIN","8558","8558", , , , , , , , , , , , , ,"8558", 
 ,"18","AGGREGATE-GENETICS ADMIN","503375","181435","51695","177200","2045","174218","8711", , , , , , ,"174218", ,"451680", 
 ,"18","AGGREGATE-NEONATOLOGY ADMIN","66733","66733", , , , , , , , , , , , , ,"66733", 
 ,"18","AGGREGATE-NEONATOLOGY ADMIN","820998","623506","-95966","177200","3836","326798","16340", , , , , , ,"326798", ,"916964", 
 ,"18","AGGREGATE-UROLOGY ADMIN","35844","24169","8525","208000","467","46700","2335", , , , , , ,"46700", ,"27319", 
 ,"18","AGGREGATE-HEMATOLOGY & ONCOLOGY ADMI","294729","294729", , , , , , , , , , , , , ,"294729", 
 ,"18","AGGREGATE-HEMATOLOGY & ONCOLOGY ADMI","6768420","3209865","1391111","177200","19968","1701120","85056", , ,"2489","512", , ,"1701632", ,"5377309", 
 ,"18","AGGREGATE-NEUROSURGERY ADMIN","91522","91522", , , , , , , , , , , , , ,"91522", 
 ,"18","AGGREGATE-NEUROSURGERY ADMIN","863900","617994","155838","208000","1159","115900","5795", , , , , , ,"115900","39938","748000", 
 ,"18","AGGREGATE-PEDIATRICS ADMIN","34298","34298", , , , , , , , , , , , , ,"34298", 
 ,"18","AGGREGATE-PEDIATRICS ADMIN","1140135","631991","236288","140600","6231","421192","21060", , ,"494","102", , ,"421294", ,"903847", 
 ,"18","AGGREGATE-PEDIATRICS ADMIN","4176462","1349625","1022637","208000","7471","747100","37355", , , , , , ,"747100","275537","3429362", 
 ,"18","AGGREGATE-NEPHROLOGY ADMIN","77998","77998", , , , , , , , , , , , , ,"77998", 
 ,"18","AGGREGATE-NEPHROLOGY ADMIN","1625775","828293","507713","177200","6724","572833","28642", , , , , , ,"572833", ,"1118062", 
 ,"18","AGGREGATE-CRITICAL CARE ADMIN","204132","204132", , , , , , , , , , , , , ,"204132", 
 ,"18","AGGREGATE-CRITICAL CARE ADMIN","5001657","3428732","697161","177200","7239","616707","30835", , , , , , ,"616707","80454","4384950", 
 ,"18","AGGREGATE-ANESTHESIOLOGY ADMIN","160454","160454", , , , , , , , , , , , , ,"160454", 
 ,"18","AGGREGATE-ANESTHESIOLOGY ADMIN","5712855","4966691","339288","200300","6445","620641","31032", , , , , , ,"620641", ,"5373567", 
 ,"18","AGGREGATE-INFECTIOUS DISEASE ADMIN","110536", , ,"208000", , , , , , , , , , , ,"110536", 
 ,"18","AGGREGATE-INFECTIOUS DISEASE ADMIN","1097294","408980","153808","177200","2264","192875","9644", , , , , , ,"192875", ,"943486", 
 ,"18","AGGREGATE-EMERGENCY MEDICINE ADMIN","588859","588859", , , , , , , , , , , , , ,"588859", 
 ,"18","AGGREGATE-EMERGENCY MEDICINE ADMIN","9462705","7402819","994765","177200","17250","1469567","73478", , ,"1627","171", , ,"1469738", ,"8467940", 
 ,"18","AGGREGATE-PSYCHOLOGY ADMIN","3380","3380", , , , , , , , , , , , , ,"3380", 
 ,"18","AGGREGATE-PSYCHOLOGY ADMIN","13892","1522","2113","177200","90","7667","383", , , , , , ,"7667", ,"11779", 
 ,"18","AGGREGATE-FETAL CENTER ADMIN","509855","378514","59460","208000","470","47000","2350", , ,"3721","434", , ,"47434","12026","462421", 
 ,"22","AGGREGATE-I&R SERVICES-OTHER PRGM CO","44673","44673", , , , , , , , , , , , , ,"44673", 
 ,"22","AGGREGATE-I&R SERVICES-OTHER PRGM CO","32469","4747","6741","140600","109","7368","368", , , , , , ,"7368", ,"25728", 
 ,"50","AGGREGATE-OPERATING ROOM","3624","3022","467","177200","8","682","34", , , , , , ,"682", ,"3157", 
 ,"60","AGGREGATE-LABORATORY","272341","194529","46897","215700","526","54547","2727", , , , , , ,"54547", ,"225444", 
 ,"60","AGGREGATE-LABORATORY","75729","12326","7176","177200","81","6901","345", , ,"45","4", , ,"6905","271","68824", 
 ,"65","AGGREGATE-RESPIRATORY THERAPY","300932","182696","96281","177200","1445","123103","6155", , , , , , ,"123103", ,"204651", 
 ,"69","AGGREGATE-ELECTROCARDIOLOGY","405477","148558","144455","177200","1395","118843","5942", , , , , , ,"118843","25612","286634", 
 ,"74","AGGREGATE-RENAL DIALYSIS","146634","80325","34769","177200","334","28454","1423", , ,"2103","499", , ,"28953","5816","117681", 
 ,"76","AGGREGATE-IMMUNOLOGY","34873","34873", , , , , , , , , , , , , ,"34873", 
 ,"76","AGGREGATE-IMMUNOLOGY","1461547","595438","392508","177200","3924","334295","16715", , ,"677","182", , ,"334477","58031","1127070", 
 ,"76","AGGREGATE-PHERESIS","26447","19271","3572","177200","56","4771","239", , ,"1420","192", , ,"4963", ,"22875", 
 ,"90","AGGREGATE-CLINIC","759158","759158", , , , , , , , , , , , , ,"759158", 
 ,"90","AGGREGATE-CLINIC","11113173","7795812","1247267","196400","12897","1217774","60889", , , , , , ,"1217774","29493","9895399", 
 ,"90","AGGREGATE-CLINIC","678823","458225","108697","154100","2418","179141","8957", , , , , , ,"179141", ,"570126", 
 ,"90","AGGREGATE-CLINIC","741370","463015","101956","208000","759","75900","3795", , , , , , ,"75900","26056","665470", 
 ,"90","AGGREGATE-CLINIC","2090728","879769","489334","177200","10456","890771","44539", , ,"2573","602", , ,"891373", ,"1601394", 
 ,"91","AGGREGATE-EMERGENCY","98877","43978","35848","208000","263","26300","1315", , ,"965","350", , ,"26650","9198","72227", 
 ,"91","AGGREGATE-EMERGENCY","71802","66506","5162","177200","72","6134","307", , , , , , ,"6134", ,"66640", 
 ,"105","AGGREGATE-KIDNEY ACQUISITION","21955","10289","5922","177200","60","5112","256", , , , , , ,"5112","810","16843", 
 ,"106","AGGREGATE-HEART ACQUISITION","241916","208680","23255","177200","427","36377","1819", , , , , , ,"36377", ,"218661", 
 ,"107","AGGREGATE-LIVER ACQUISITION","77259","47224","14475","177200","128","10905","545", , , , , , ,"10905","3570","66354", 
 ,"16","AGGREGATE-MEDICAL RECORDS & LIBRARY","122969","3167","89720","140600","1518","102611","5131", , , , , , ,"102611", ,"33249", 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
